===========================================
CardiaSens File Data V1.5 :
Config file id :-2
2017/9/8 14:47:24 timestamp[1504874844:15303]
Orgine :Live
Saved Data :
===========================================
FACE;HR;TIME;HRV;VASO;STEP;HRVSEC;CONFID;STRESS;
===========================================
1;0;0.134;0;0;0;0;0;0;
1;0;0.148;0;0;0;0;0;0;
1;0;0.201;0;0;0;0;0.157657;0;
1;0;0.265;0;0;0;0;0.148391;0;
1;0;0.329;0;0;0;0;0.140923;0;
1;0;0.409;0;0;0;0;0.129941;0;
1;0;0.473;0;0;0;0;0.129428;0;
1;0;0.537;0;0;0;0;0.133204;0;
1;0;0.601;0;0;0;0;0.134162;0;
1;0;0.666;0;0;0;0;0.132763;0;
1;0;0.729;0;0;0;0;0.132797;0;
1;0;0.809;0;0;0;0;0.132106;0;
1;0;0.873;0;0;0;0;0.133134;0;
1;0;0.937;0;0;0;0;0.134216;0;
1;0;1.001;0;0;0;0;0.133166;0;
1;0;1.067;0;0;0;0;0.133114;0;
1;0;1.129;0;0;0;0;0.134162;0;
1;0;1.209;0;0;0;0;0.133073;0;
1;0;1.273;0;0;0;0;0.132282;0;
1;0;1.337;0;0;0;0;0.133506;0;
1;0;1.401;0;0;0;0;0.133179;0;
1;0;1.465;0;0;0;0;0.133958;0;
1;0;1.545;0;0;0;0;0.134182;0;
1;0;1.609;0;0;0;0;0.134026;0;
1;0;1.675;0;0;0;0;0.134817;0;
1;0;1.737;0;0;0;0;0.13477;0;
1;0;1.801;0;0;0;0;0.134315;0;
1;0;1.866;0;0;0;0;0.135164;0;
1;0;1.945;0;0;0;0;0.134716;0;
1;0;2.009;0;0;0;0;0.134663;0;
1;0;2.073;0;0;0;0;0.136878;0;
1;0;2.137;0;0;0;0;0.137856;0;
1;0;2.201;0;0;0;0;0.137779;0;
1;0;2.265;0;0;0;0;0.134063;0;
1;0;2.345;0;0;0;0;0.133619;0;
1;0;2.409;0;0;0;0;0.132322;0;
1;0;2.473;0;0;0;0;0.130108;0;
1;0;2.537;0;0;0;0;0.129451;0;
1;0;2.601;0;0;0;0;0.129956;0;
1;0;2.665;0;0;0;0;0.130304;0;
1;0;2.745;0;0;0;0;0.130218;0;
1;0;2.809;0;0;0;0;0.129883;0;
1;0;2.873;0;0;0;0;0.129963;0;
1;0;2.937;0;0;0;0;0.129122;0;
1;0;3.001;0;0;0;0;0.127596;0;
1;0;3.065;0;0;0;0;0.126307;0;
1;0;3.145;0;0;0;0;0.126523;0;
1;0;3.209;0;0;0;0;0.127475;0;
1;0;3.273;0;0;0;0;0.127338;0;
1;0;3.337;0;0;0;0;0.127222;0;
1;0;3.401;0;0;0;0;0.127146;0;
1;0;3.465;0;0;0;0;0.127392;0;
