===========================================
CardiaSens File Data V1.5 :
Config file id :-2
2017/9/7 14:35:6 timestamp[1504787706:15239701]
Orgine :Live
Saved Data :
===========================================
FACE,HR,TIME,HRV,VASO,STEP,HRVSEC,CONFID,STRESS,
===========================================
1,0,0.088,0,0,0,0,0,0,
1,0,0.105,0,0,0,0,0.157061,0,
1,0,0.136,0,0,0,0,0.174718,0,
1,0,0.168,0,0,0,0,0,0,
1,0,0.216,0,0,0,0,0,0,
1,0,0.248,0,0,0,0,0,0,
1,0,0.28,0,0,0,0,0,0,
1,0,0.312,0,0,0,0,0,0,
1,0,0.344,0,0,0,0,0,0,
1,0,0.376,0,0,0,0,0,0,
1,0,0.409,0,0,0,0,0,0,
1,0,0.44,0,0,0,0,0,0,
1,0,0.472,0,0,0,0,0,0,
1,0,0.504,0,0,0,0,0.00918896,0,
1,0,0.536,0,0,0,0,0.00981549,0,
1,0,0.568,0,0,0,0,0.0104428,0,
1,0,0.616,0,0,0,0,0.0110655,0,
1,0,0.648,0,0,0,0,0.0116846,0,
1,0,0.679,0,0,0,0,0.0122891,0,
1,0,0.712,0,0,0,0,0.0128979,0,
1,0,0.744,0,0,0,0,0.0135062,0,
1,0,0.776,0,0,0,0,0.01411,0,
1,0,0.809,0,0,0,0,0.0147103,0,
1,0,0.84,0,0,0,0,0.0149871,0,
1,0,0.872,0,0,0,0,0.0155725,0,
1,0,0.903,0,0,0,0,0.0161553,0,
1,0,0.936,0,0,0,0,0.0167353,0,
1,0,0.968,0,0,0,0,0.0173023,0,
1,0,1.016,0,0,0,0,0.0178781,0,
1,0,1.049,0,0,0,0,0.0184461,0,
1,0,1.079,0,0,0,0,0.0185375,0,
1,0,1.112,0,0,0,0,0.0185381,0,
1,0,1.144,0,0,0,0,0.0185297,0,
1,0,1.176,0,0,0,0,0.0185363,0,
1,0,1.209,0,0,0,0,0.0185442,0,
1,0,1.24,0,0,0,0,0.0185517,0,
1,0,1.272,0,0,0,0,0.0185516,0,
1,0,1.304,0,0,0,0,0.0185529,0,
1,0,1.336,0,0,0,0,0.0185418,0,
1,0,1.368,0,0,0,0,0.0185339,0,
1,0,1.416,0,0,0,0,0.0181123,0,
1,0,1.448,0,0,0,0,0.0175959,0,
1,0,1.48,0,0,0,0,0.0997777,0,
1,0,1.514,0,0,0,0,0.0996112,0,
1,0,1.544,0,0,0,0,0.0993966,0,
1,0,1.576,0,0,0,0,0.0993325,0,
1,0,1.608,0,0,0,0,0.0990897,0,
1,0,1.64,0,0,0,0,0.0996579,0,
1,0,1.672,0,0,0,0,0.0996926,0,
1,0,1.704,0,0,0,0,0.0993998,0,
1,0,1.736,0,0,0,0,0.0994848,0,
1,0,1.768,0,0,0,0,0.0989912,0,
1,0,1.816,0,0,0,0,0.111265,0,
1,0,1.848,0,0,0,0,0.111363,0,
1,0,1.88,0,0,0,0,0.0944956,0,
1,0,1.913,0,0,0,0,0.0798701,0,
1,0,1.944,0,0,0,0,0.0800738,0,
1,0,1.976,0,0,0,0,0.0800935,0,
1,0,2.008,0,0,0,0,0.0801211,0,
1,0,2.04,0,0,0,0,0.0803276,0,
1,0,2.072,0,0,0,0,0.070473,0,
1,0,2.104,0,0,0,0,0.0704988,0,
1,0,2.136,0,0,0,0,0.0623437,0,
1,0,2.168,0,0,0,0,0.0623479,0,
1,0,2.216,0,0,0,0,0.0623629,0,
1,0,2.248,0,0,0,0,0.0623857,0,
1,0,2.28,0,0,0,0,0.0623629,0,
1,0,2.312,0,0,0,0,0.0577272,0,
1,0,2.344,0,0,0,0,0.0577531,0,
1,0,2.376,0,0,0,0,0.0621785,0,
1,0,2.41,0,0,0,0,0.0690643,0,
1,0,2.44,0,0,0,0,0.0700663,0,
1,0,2.472,0,0,0,0,0.063652,0,
1,0,2.504,0,0,0,0,0.0578981,0,
1,0,2.536,0,0,0,0,0.0538027,0,
1,0,2.568,0,0,0,0,0.0500943,0,
1,0,2.616,0,0,0,0,0.0469901,0,
1,0,2.679,0,0,0,0,0.0436401,0,
1,0,2.712,0,0,0,0,0.0408666,0,
1,0,2.744,0,0,0,0,0.0408528,0,
1,0,2.776,0,0,0,0,0.0409455,0,
1,0,2.809,0,0,0,0,0.0409053,0,
1,0,2.84,0,0,0,0,0.0406904,0,
1,0,2.872,0,0,0,0,0.0434301,0,
1,0,2.904,0,0,0,0,0.047318,0,
1,0,2.936,0,0,0,0,0.0472087,0,
1,0,2.968,0,0,0,0,0.0470045,0,
1,0,3.016,0,0,0,0,0.0469074,0,
1,0,3.05,0,0,0,0,0.0467854,0,
1,0,3.08,0,0,0,0,0.050856,0,
1,0,3.116,0,0,0,0,0.0449665,0,
1,0,3.144,0,0,0,0,0.0490362,0,
1,0,3.175,0,0,0,0,0.0490138,0,
1,0,3.208,0,0,0,0,0.049023,0,
1,0,3.24,0,0,0,0,0.0489981,0,
1,0,3.272,0,0,0,0,0.0435104,0,
1,0,3.336,0,0,0,0,0.0460173,0,
1,0,3.368,0,0,0,0,0.0459955,0,
1,0,3.417,0,0,0,0,0.046035,0,
1,0,3.448,0,0,0,0,0.0447972,0,
1,0,3.48,0,0,0,0,0.0483072,0,
1,0,3.512,0,0,0,0,0.0519247,0,
1,0,3.544,0,0,0,0,0.0564241,0,
1,0,3.576,0,0,0,0,0.0608291,0,
1,0,3.608,0,0,0,0,0.066384,0,
1,0,3.64,0,0,0,0,0.0726542,0,
1,0,3.672,0,0,0,0,0.0825429,0,
1,0,3.705,0,0,0,0,0.0950878,0,
1,0,3.735,0,0,0,0,0.095215,0,
1,0,3.768,0,0,0,0,0.0952972,0,
1,0,3.817,0,0,0,0,0.095579,0,
1,0,3.849,0,0,0,0,0.096687,0,
1,0,3.88,0,0,0,0,0.0971223,0,
1,0,3.913,0,0,0,0,0.097621,0,
1,0,3.944,0,0,0,0,0.0981411,0,
1,0,3.976,0,0,0,0,0.0990005,0,
1,0,4.04,0,0,0,0,0.0992448,0,
1,0,4.072,0,0,0,0,0.0997541,0,
1,0,4.103,0,0,0,0,0.100152,0,
1,0,4.136,0,0,0,0,0.134934,0,
1,0,4.168,0,0,0,0,0.135337,0,
1,0,4.216,0,0,0,0,0.135448,0,
1,0,4.248,0,0,0,0,0.135339,0,
1,0,4.28,0,0,0,0,0.110546,0,
1,0,4.312,0,0,0,0,0.120608,0,
1,0,4.344,0,0,0,0,0.12152,0,
1,0,4.376,0,0,0,0,0.121754,0,
1,0,4.408,0,0,0,0,0.121959,0,
1,0,4.44,0,0,0,0,0.131853,0,
1,0,4.472,0,0,0,0,0.13226,0,
1,0,4.504,0,0,0,0,0.132785,0,
1,0,4.536,0,0,0,0,0.102433,0,
1,0,4.569,0,0,0,0,0.0861186,0,
1,0,4.616,0,0,0,0,0.0695913,0,
1,0,4.648,0,0,0,0,0.0694912,0,
1,0,4.679,0,0,0,0,0.069348,0,
1,0,4.712,0,0,0,0,0.0692035,0,
1,0,4.744,0,0,0,0,0.0690645,0,
1,0,4.779,0,0,0,0,0.0690666,0,
1,0,4.808,0,0,0,0,0.0691294,0,
1,0,4.839,0,0,0,0,0.0691709,0,
1,0,4.872,0,0,0,0,0.0673501,0,
1,0,4.904,0,0,0,0,0.0572775,0,
1,0,4.936,0,0,0,0,0.0572273,0,
1,0,4.968,0,0,0,0,0.0572096,0,
1,0,5.016,0,0,0,0,0.0572723,0,
1,0,5.048,0,0,0,0,0.05726,0,
1,0,5.08,0,0,0,0,0.0572476,0,
1,0,5.112,0,0,0,0,0.0571675,0,
1,0,5.144,0,0,0,0,0.0570694,0,
1,0,5.176,0,0,0,0,0.056917,0,
1,0,5.207,0,0,0,0,0.0568353,0,
1,0,5.24,0,0,0,0,0.0626594,0,
1,0,5.272,0,0,0,0,0.0705782,0,
1,0,5.304,0,0,0,0,0.0705477,0,
1,0,5.336,0,0,0,0,0.0705374,0,
1,0,5.368,0,0,0,0,0.0705529,0,
1,0,5.416,0,0,0,0,0.0705798,0,
1,0,5.448,0,0,0,0,0.0706129,0,
1,0,5.48,0,0,0,0,0.0706021,0,
1,0,5.512,0,0,0,0,0.0841245,0,
1,0,5.544,0,0,0,0,0.100028,0,
1,0,5.576,0,0,0,0,0.137984,0,
1,0,5.608,0,0,0,0,0.138364,0,
1,0,5.64,0,0,0,0,0.13868,0,
1,0,5.672,0,0,0,0,0.13891,0,
1,101,5.704,0,6.09523,0,0,0.139021,0,
1,101,5.736,0,6.09523,0,0,0.0917685,0,
1,101,5.768,0,6.09523,0,0,0.0685875,0,
1,101,5.816,0,6.09523,0,0,0.068584,0,
1,101,5.848,0,6.09523,0,0,0.0579765,0,
1,101,5.88,0,6.09523,0,0,0.0555008,0,
1,101,5.912,0,6.09523,0,0,0.0554881,0,
1,101,5.943,0,6.09523,0,0,0.0554614,0,
1,101,5.975,0,6.09523,0,0,0.0554698,0,
1,101,6.008,0,6.09523,0,0,0.0554541,0,
1,101,6.04,0,6.09523,0,0,0.0554857,0,
1,101,6.072,0,6.09523,0,0,0.0556094,0,
1,101,6.104,0,6.09523,0,0,0.0556798,0,
1,101,6.135,0,6.09523,0,0,0.055822,0,
1,101,6.168,0,6.09523,0,0,0.0558563,0,
1,101,6.216,0,6.09523,0,0,0.0558917,0,
1,101,6.248,0,6.09523,0,0,0.0559415,0,
1,101,6.28,0,6.09523,0,0,0.0462993,0,
1,101,6.312,0,6.09523,0,0,0.0401288,0,
1,101,6.343,0,6.09523,0,0,0.0401131,0,
1,101,6.376,0,6.09523,0,0,0.0351291,0,
1,101,6.408,0,6.09523,0,0,0.0311148,0,
1,101,6.44,0,6.09523,0,0,0.0310621,0,
1,101,6.472,0,6.09523,0,0,0.0310394,0,
1,101,6.508,0,6.09523,0,0,0.0310281,0,
1,101,6.536,0,6.09523,0,0,0.0310609,0,
1,101,6.569,0,6.09523,0,0,0.0310577,0,
1,101,6.615,0,6.09523,0,0,0.0310605,0,
1,101,6.647,0,6.09523,0,0,0.0310582,0,
1,81,6.679,0.33464,6.74975,0,0.145835,0.031077,4.05421,
1,81,6.711,0.33464,6.74975,0,0.145835,0.0350735,4.05421,
1,81,6.744,0.33464,6.74975,0,0.145835,0.0402377,4.05421,
1,81,6.776,0.33464,6.74975,0,0.145835,0.0402253,4.05421,
1,81,6.808,0.33464,6.74975,0,0.145835,0.0458848,4.05421,
1,81,6.84,0.33464,6.74975,0,0.145835,0.0541258,4.05421,
1,81,6.872,0.33464,6.74975,0,0.145835,0.0450103,4.05421,
1,81,6.903,0.33464,6.74975,0,0.145835,0.044989,4.05421,
1,81,6.937,0.33464,6.74975,0,0.145835,0.0449642,4.05421,
1,81,6.968,0.33464,6.74975,0,0.145835,0.0449766,4.05421,
1,81,7.015,0.33464,6.74975,0,0.145835,0.03873,4.05421,
1,81,7.047,0.33464,6.74975,0,0.145835,0.0386996,4.05421,
1,81,7.079,0.33464,6.74975,0,0.145835,0.0386879,4.05421,
1,81,7.111,0.33464,6.74975,0,0.145835,0.0386701,4.05421,
1,81,7.144,0.33464,6.74975,0,0.145835,0.038683,4.05421,
1,81,7.176,0.33464,6.74975,0,0.145835,0.0386863,4.05421,
1,81,7.208,0.33464,6.74975,0,0.145835,0.0387065,4.05421,
1,81,7.24,0.33464,6.74975,0,0.145835,0.0452507,4.05421,
1,81,7.272,0.33464,6.74975,0,0.145835,0.053242,4.05421,
1,81,7.303,0.33464,6.74975,0,0.145835,0.0531825,4.05421,
1,81,7.337,0.33464,6.74975,0,0.145835,0.065428,4.05421,
1,81,7.368,0.33464,6.74975,0,0.145835,0.0683447,4.05421,
1,81,7.416,0.33464,6.74975,0,0.145835,0.0684086,4.05421,
1,73,7.448,0.428541,0.53456,0,0.205048,0.0528913,2.84425,
1,73,7.48,0.428541,0.53456,0,0.205048,0.0527635,2.84425,
1,73,7.512,0.428541,0.53456,0,0.205048,0.0525314,2.84425,
1,73,7.544,0.428541,0.53456,0,0.205048,0.0525204,2.84425,
1,73,7.576,0.428541,0.53456,0,0.205048,0.0524959,2.84425,
1,73,7.608,0.428541,0.53456,0,0.205048,0.0524532,2.84425,
1,73,7.64,0.428541,0.53456,0,0.205048,0.0523823,2.84425,
1,73,7.672,0.428541,0.53456,0,0.205048,0.0524708,2.84425,
1,73,7.704,0.428541,0.53456,0,0.205048,0.0524378,2.84425,
1,73,7.739,0.428541,0.53456,0,0.205048,0.052416,2.84425,
1,73,7.768,0.428541,0.53456,0,0.205048,0.0430258,2.84425,
1,73,7.816,0.428541,0.53456,0,0.205048,0.043068,2.84425,
1,73,7.848,0.428541,0.53456,0,0.205048,0.0513451,2.84425,
1,73,7.88,0.428541,0.53456,0,0.205048,0.051337,2.84425,
1,73,7.912,0.428541,0.53456,0,0.205048,0.0513478,2.84425,
1,73,7.944,0.428541,0.53456,0,0.205048,0.0513531,2.84425,
1,73,7.976,0.428541,0.53456,0,0.205048,0.0629259,2.84425,
1,73,8.008,0.428541,0.53456,0,0.205048,0.0630071,2.84425,
1,73,8.04,0.428541,0.53456,0,0.205048,0.0630195,2.84425,
1,73,8.072,0.428541,0.53456,0,0.205048,0.0512679,2.84425,
1,73,8.104,0.428541,0.53456,0,0.205048,0.0431148,2.84425,
1,73,8.136,0.428541,0.53456,0,0.205048,0.0431527,2.84425,
1,73,8.168,0.428541,0.53456,0,0.205048,0.043149,2.84425,
1,73,8.216,0.428541,0.53456,0,0.205048,0.036183,2.84425,
1,73,8.248,0.428541,0.53456,0,0.205048,0.0360953,2.84425,
1,78,8.28,0.364302,4.64327,0,0.187311,0.0361006,3.59817,
1,78,8.312,0.364302,4.64327,0,0.187311,0.0360265,3.59817,
1,78,8.344,0.364302,4.64327,0,0.187311,0.0338039,3.59817,
1,78,8.376,0.364302,4.64327,0,0.187311,0.0338348,3.59817,
1,78,8.408,0.364302,4.64327,0,0.187311,0.0395955,3.59817,
1,78,8.44,0.364302,4.64327,0,0.187311,0.0396113,3.59817,
1,78,8.472,0.364302,4.64327,0,0.187311,0.0397401,3.59817,
1,78,8.54,0.364302,4.64327,0,0.187311,0.0329621,3.59817,
1,78,8.568,0.364302,4.64327,0,0.187311,0.0326551,3.59817,
1,78,8.616,0.364302,4.64327,0,0.187311,0.0326547,3.59817,
1,78,8.648,0.364302,4.64327,0,0.187311,0.0326249,3.59817,
1,78,8.68,0.364302,4.64327,0,0.187311,0.0325517,3.59817,
1,78,8.712,0.364302,4.64327,0,0.187311,0.027222,3.59817,
1,78,8.744,0.364302,4.64327,0,0.187311,0.0238667,3.59817,
1,78,8.776,0.364302,4.64327,0,0.187311,0.0264872,3.59817,
1,78,8.808,0.364302,4.64327,0,0.187311,0.0265061,3.59817,
1,78,8.84,0.364302,4.64327,0,0.187311,0.0265081,3.59817,
1,78,8.871,0.364302,4.64327,0,0.187311,0.0264611,3.59817,
1,78,8.904,0.364302,4.64327,0,0.187311,0.0263243,3.59817,
1,83,8.936,0.277447,1.71105,0,0.147164,0.0261678,5.01696,
1,83,8.967,0.277447,1.71105,0,0.147164,0.0260846,5.01696,
