===========================================
CardiaSens File Data V1.5 :
Config file id :-2
2017/8/31 23:43:23 timestamp[1504215803:14351]
Orgine :Live
Saved Data :
===========================================
FACE;HR;TIME;HRV;VASO;STEP;HRVSEC;CONFID;STRESS;
===========================================
0;0;0.367;0;0;0;0;0;0;
0;0;0.555;0;0;0;0;0.000514935;0;
0;0;0.731;0;0;0;0;0.00036202;0;
0;0;0.879;0;0;0;0;0.000461228;0;
0;0;1.063;0;0;0;0;0.000561917;0;
1;0;1.231;0;0;0;0;0.00010457;0;
0;0;1.26;0;0;0;0;0.000121972;0;
0;0;1.417;0;0;0;0;0.000139379;0;
0;0;1.604;0;0;0;0;0.000156789;0;
0;0;1.785;0;0;0;0;0.000174176;0;
0;0;1.969;0;0;0;0;0.000190966;0;
0;0;2.147;0;0;0;0;0.000206353;0;
0;0;2.324;0;0;0;0;0.000223531;0;
0;0;2.503;0;0;0;0;0.000240703;0;
0;0;2.704;0;0;0;0;0.000257876;0;
0;0;2.88;0;0;0;0;0.000275047;0;
0;0;3.067;0;0;0;0;0.000292215;0;
0;0;3.23;0;0;0;0;0.000309379;0;
0;0;3.418;0;0;0;0;0.000326535;0;
0;0;3.604;0;0;0;0;0.000343694;0;
0;0;3.819;0;0;0;0;0.000360852;0;
0;0;4.012;0;0;0;0;0.000378006;0;
0;0;4.209;0;0;0;0;0.00039516;0;
0;0;4.41;0;0;0;0;0.000412311;0;
0;0;4.615;0;0;0;0;0.00042946;0;
0;0;4.808;0;0;0;0;0.000446591;0;
0;0;4.992;0;0;0;0;0.000463735;0;
0;0;5.166;0;0;0;0;0.000480876;0;
0;0;5.352;0;0;0;0;0.000498014;0;
0;0;5.545;0;0;0;0;0.000515149;0;
0;0;5.708;0;0;0;0;0.000551919;0;
0;0;5.849;0;0;0;0;0.000600512;0;
0;0;5.991;0;0;0;0;0.000605133;0;
0;0;6.138;0;0;0;0;0.000607849;0;
0;0;6.311;0;0;0;0;0.0341477;0;
0;0;6.467;0;0;0;0;0.0344548;0;
0;68;6.615;0;41.1823;0;0;0.0345763;0;
0;68;6.778;0;41.1823;0;0;0.0345668;0;
0;68;6.949;0;41.1823;0;0;0.0348229;0;
0;68;7.132;0;41.1823;0;0;0.0443092;0;
0;68;7.306;0;41.1823;0;0;1.4031;0;
0;74;7.449;0.0987781;50.0609;0;0.0689081;1.66713;12.6312;
0;74;7.636;0.0987781;50.0609;0;0.0689081;1.69005;12.6312;
0;74;7.81;0.0987781;50.0609;0;0.0689081;1.42437;12.6312;
0;74;7.981;0.0987781;50.0609;0;0.0689081;1.11419;12.6312;
