===========================================
CardiaSens File Data V1.5 :
Config file id :-2
2017/9/7 13:34:20 timestamp[1504784060:11594207]
Orgine :Live
Saved Data :
===========================================
FACE,HR,TIME,HRV,VASO,STEP,HRVSEC,CONFID,STRESS,
===========================================
1,0,0.091,0,0,0,0,0,0,
1,0,0.128,0,0,0,0,0.0357053,0,
1,0,0.145,0,0,0,0,0.0317071,0,
1,0,0.176,0,0,0,0,0.0341894,0,
1,0,0.208,0,0,0,0,0.0389821,0,
1,0,0.24,0,0,0,0,0.0455662,0,
1,0,0.273,0,0,0,0,0.0517881,0,
1,0,0.304,0,0,0,0,0.0524872,0,
1,0,0.336,0,0,0,0,0.0575738,0,
1,0,0.368,0,0,0,0,0.062634,0,
1,0,0.4,0,0,0,0,0.0674436,0,
1,0,0.432,0,0,0,0,0.0721307,0,
1,0,0.481,0,0,0,0,0.0764502,0,
1,0,0.513,0,0,0,0,0.0805592,0,
1,0,0.544,0,0,0,0,0.0844324,0,
1,0,0.576,0,0,0,0,0.0881641,0,
1,0,0.609,0,0,0,0,0.0920338,0,
1,0,0.641,0,0,0,0,0.0956726,0,
1,0,0.673,0,0,0,0,0.0992532,0,
1,0,0.704,0,0,0,0,0.102468,0,
1,0,0.736,0,0,0,0,0.10541,0,
1,0,0.768,0,0,0,0,0.108333,0,
1,0,0.8,0,0,0,0,0.111336,0,
1,0,0.832,0,0,0,0,0.1144,0,
1,0,0.865,0,0,0,0,0.117196,0,
1,0,0.912,0,0,0,0,0.119959,0,
1,0,0.944,0,0,0,0,0.122685,0,
1,0,0.976,0,0,0,0,0.125063,0,
1,0,1.008,0,0,0,0,0.12754,0,
1,0,1.041,0,0,0,0,0.129909,0,
1,0,1.073,0,0,0,0,0,0,
1,0,1.105,0,0,0,0,0,0,
1,0,1.137,0,0,0,0,0,0,
1,0,1.168,0,0,0,0,0,0,
1,0,1.201,0,0,0,0,0,0,
1,0,1.233,0,0,0,0,0,0,
1,0,1.265,0,0,0,0,0,0,
1,0,1.312,0,0,0,0,0,0,
1,0,1.344,0,0,0,0,0,0,
1,0,1.376,0,0,0,0,0,0,
1,0,1.409,0,0,0,0,0,0,
1,0,1.441,0,0,0,0,0,0,
1,0,1.473,0,0,0,0,0,0,
1,0,1.505,0,0,0,0,0,0,
1,0,1.536,0,0,0,0,0,0,
1,0,1.568,0,0,0,0,0,0,
1,0,1.601,0,0,0,0,0,0,
1,0,1.633,0,0,0,0,0,0,
1,0,1.664,0,0,0,0,0,0,
1,0,1.712,0,0,0,0,0,0,
1,0,1.744,0,0,0,0,0,0,
1,0,1.777,0,0,0,0,0,0,
1,0,1.809,0,0,0,0,0,0,
1,0,1.84,0,0,0,0,0,0,
1,0,1.872,0,0,0,0,0,0,
1,0,1.904,0,0,0,0,0,0,
1,0,1.936,0,0,0,0,0,0,
1,0,1.969,0,0,0,0,0,0,
1,0,2.001,0,0,0,0,0,0,
1,0,2.032,0,0,0,0,0,0,
1,0,2.064,0,0,0,0,0,0,
1,0,2.096,0,0,0,0,0,0,
1,0,2.145,0,0,0,0,0,0,
1,0,2.176,0,0,0,0,0,0,
1,0,2.208,0,0,0,0,0,0,
1,0,2.241,0,0,0,0,0,0,
1,0,2.272,0,0,0,0,0,0,
1,0,2.304,0,0,0,0,0,0,
1,0,2.337,0,0,0,0,0,0,
1,0,2.369,0,0,0,0,0,0,
1,0,2.4,0,0,0,0,0,0,
1,0,2.432,0,0,0,0,0,0,
1,0,2.464,0,0,0,0,0,0,
1,0,2.496,0,0,0,0,0,0,
1,0,2.545,0,0,0,0,0,0,
1,0,2.576,0,0,0,0,0,0,
1,0,2.609,0,0,0,0,0,0,
1,0,2.64,0,0,0,0,0,0,
1,0,2.672,0,0,0,0,0,0,
1,0,2.705,0,0,0,0,0,0,
1,0,2.737,0,0,0,0,0,0,
1,0,2.769,0,0,0,0,0,0,
1,0,2.8,0,0,0,0,0,0,
1,0,2.832,0,0,0,0,0,0,
1,0,2.864,0,0,0,0,0,0,
1,0,2.897,0,0,0,0,0,0,
1,0,2.929,0,0,0,0,0,0,
1,0,2.976,0,0,0,0,0,0,
1,0,3.008,0,0,0,0,0,0,
1,0,3.04,0,0,0,0,0,0,
1,0,3.072,0,0,0,0,0,0,
1,0,3.105,0,0,0,0,0,0,
1,0,3.137,0,0,0,0,0,0,
1,0,3.169,0,0,0,0,0,0,
1,0,3.2,0,0,0,0,0,0,
1,0,3.232,0,0,0,0,0,0,
1,0,3.265,0,0,0,0,0,0,
1,0,3.297,0,0,0,0,0,0,
1,0,3.329,0,0,0,0,0,0,
1,0,3.376,0,0,0,0,0,0,
1,0,3.408,0,0,0,0,0,0,
1,0,3.44,0,0,0,0,0,0,
1,0,3.473,0,0,0,0,0,0,
1,0,3.505,0,0,0,0,0,0,
1,0,3.537,0,0,0,0,0,0,
1,0,3.568,0,0,0,0,0,0,
1,0,3.6,0,0,0,0,0,0,
1,0,3.632,0,0,0,0,0,0,
1,0,3.665,0,0,0,0,0,0,
1,0,3.696,0,0,0,0,0,0,
1,0,3.728,0,0,0,0,0,0,
1,0,3.761,0,0,0,0,0,0,
1,0,3.808,0,0,0,0,0,0,
1,0,3.841,0,0,0,0,0,0,
1,0,3.873,0,0,0,0,0,0,
1,0,3.905,0,0,0,0,0,0,
1,0,3.936,0,0,0,0,0,0,
1,0,3.968,0,0,0,0,0,0,
1,0,4,0,0,0,0,0,0,
1,0,4.033,0,0,0,0,0,0,
1,0,4.065,0,0,0,0,0,0,
1,0,4.096,0,0,0,0,0,0,
1,0,4.128,0,0,0,0,0,0,
1,0,4.161,0,0,0,0,0,0,
1,0,4.208,0,0,0,0,0,0,
1,0,4.241,0,0,0,0,0,0,
1,0,4.273,0,0,0,0,0,0,
1,0,4.304,0,0,0,0,0,0,
1,0,4.336,0,0,0,0,0,0,
1,0,4.368,0,0,0,0,0,0,
1,0,4.4,0,0,0,0,0,0,
1,0,4.433,0,0,0,0,0,0,
1,0,4.466,0,0,0,0,0,0,
1,0,4.497,0,0,0,0,0,0,
1,0,4.529,0,0,0,0,0,0,
1,0,4.561,0,0,0,0,0,0,
1,0,4.608,0,0,0,0,0,0,
1,0,4.641,0,0,0,0,0,0,
1,0,4.673,0,0,0,0,0,0,
1,0,4.705,0,0,0,0,0,0,
1,0,4.736,0,0,0,0,0,0,
1,0,4.769,0,0,0,0,0,0,
1,0,4.8,0,0,0,0,0,0,
1,0,4.833,0,0,0,0,0,0,
1,0,4.864,0,0,0,0,0,0,
1,0,4.896,0,0,0,0,0,0,
1,0,4.929,0,0,0,0,0,0,
1,0,4.961,0,0,0,0,0,0,
1,0,4.993,0,0,0,0,0,0,
1,0,5.04,0,0,0,0,0,0,
1,0,5.073,0,0,0,0,0,0,
1,0,5.104,0,0,0,0,0,0,
1,0,5.137,0,0,0,0,0.112715,0,
1,0,5.169,0,0,0,0,0.107066,0,
1,0,5.2,0,0,0,0,0.100118,0,
1,0,5.233,0,0,0,0,0.0921993,0,
1,0,5.268,0,0,0,0,0.0797084,0,
1,56,5.296,0,1.99049,0,0,0.0632664,0,
1,56,5.328,0,1.99049,0,0,0.0496119,0,
1,56,5.36,0,1.99049,0,0,0.0493719,0,
1,56,5.392,0,1.99049,0,0,0.0525927,0,
1,56,5.44,0,1.99049,0,0,0.0602025,0,
1,56,5.474,0,1.99049,0,0,0.0720435,0,
1,56,5.505,0,1.99049,0,0,0.0765638,0,
1,56,5.536,0,1.99049,0,0,0.0800753,0,
1,56,5.569,0,1.99049,0,0,0.0828679,0,
1,56,5.6,0,1.99049,0,0,0.0828758,0,
1,56,5.632,0,1.99049,0,0,0.0849765,0,
1,56,5.664,0,1.99049,0,0,0.089561,0,
1,56,5.696,0,1.99049,0,0,0.0956897,0,
1,56,5.728,0,1.99049,0,0,0.101672,0,
1,56,5.76,0,1.99049,0,0,0.105758,0,
1,56,5.792,0,1.99049,0,0,0.108046,0,
1,56,5.824,0,1.99049,0,0,0.109006,0,
1,56,5.873,0,1.99049,0,0,0.110851,0,
1,56,5.904,0,1.99049,0,0,0.109759,0,
1,56,5.937,0,1.99049,0,0,0.108407,0,
1,56,5.974,0,1.99049,0,0,0.106765,0,
1,56,6,0,1.99049,0,0,0.105917,0,
1,56,6.032,0,1.99049,0,0,0.105893,0,
1,56,6.065,0,1.99049,0,0,0.104007,0,
1,56,6.096,0,1.99049,0,0,0.101853,0,
1,56,6.128,0,1.99049,0,0,0.0996067,0,
1,56,6.16,0,1.99049,0,0,0.0988528,0,
1,56,6.192,0,1.99049,0,0,0.0990154,0,
1,56,6.224,0,1.99049,0,0,0.0990029,0,
1,56,6.273,0,1.99049,0,0,0.0991313,0,
1,56,6.304,0,1.99049,0,0,0.0939728,0,
1,56,6.337,0,1.99049,0,0,0.0910704,0,
1,56,6.374,0,1.99049,0,0,0.087838,0,
1,56,6.4,0,1.99049,0,0,0.0839272,0,
1,56,6.434,0,1.99049,0,0,0.0803822,0,
1,53,6.473,0.0483123,2.19564,0,0.0571168,0.075724,18.5432,
1,53,6.496,0.0483123,2.19564,0,0.0571168,0.0722928,18.5432,
1,53,6.528,0.0483123,2.19564,0,0.0571168,0.069129,18.5432,
1,53,6.56,0.0483123,2.19564,0,0.0571168,0.0632198,18.5432,
1,53,6.594,0.0483123,2.19564,0,0.0571168,0.0557018,18.5432,
1,53,6.625,0.0483123,2.19564,0,0.0571168,0.046354,18.5432,
1,53,6.656,0.0483123,2.19564,0,0.0571168,0.0386321,18.5432,
1,53,6.704,0.0483123,2.19564,0,0.0571168,0.0483398,18.5432,
1,53,6.736,0.0483123,2.19564,0,0.0571168,0.0633041,18.5432,
1,53,6.768,0.0483123,2.19564,0,0.0571168,0.0701181,18.5432,
1,53,6.801,0.0483123,2.19564,0,0.0571168,0.0742569,18.5432,
1,53,6.833,0.0483123,2.19564,0,0.0571168,0.0760736,18.5432,
1,53,6.865,0.0483123,2.19564,0,0.0571168,0.0773863,18.5432,
1,53,6.896,0.0483123,2.19564,0,0.0571168,0.0793767,18.5432,
1,53,6.928,0.0483123,2.19564,0,0.0571168,0.0817178,18.5432,
1,53,6.96,0.0483123,2.19564,0,0.0571168,0.084494,18.5432,
1,53,7.001,0.0483123,2.19564,0,0.0571168,0.0874076,18.5432,
1,53,7.025,0.0483123,2.19564,0,0.0571168,0.0910277,18.5432,
1,53,7.056,0.0483123,2.19564,0,0.0571168,0.0924169,18.5432,
1,53,7.105,0.0483123,2.19564,0,0.0571168,0.0945245,18.5432,
1,53,7.137,0.0483123,2.19564,0,0.0571168,0.0941021,18.5432,
1,53,7.169,0.0483123,2.19564,0,0.0571168,0.0935403,18.5432,
1,53,7.201,0.0483123,2.19564,0,0.0571168,0.0928016,18.5432,
1,53,7.233,0.0483123,2.19564,0,0.0571168,0.092622,18.5432,
1,53,7.264,0.0483123,2.19564,0,0.0571168,0.0924796,18.5432,
