===========================================
CardiaSens File Data V1.5 :
Config file id :-2
2017/9/7 15:19:30 timestamp[1504790370:17904228]
Orgine :Live
Saved Data :
===========================================
FACE,HR,TIME,HRV,VASO,STEP,HRVSEC,CONFID,STRESS,
===========================================
1,0,0.076,0,0,0,0,0,0,
1,0,0.096,0,0,0,0,0.00130644,0,
1,0,0.128,0,0,0,0,0.00128263,0,
1,0,0.161,0,0,0,0,0.00149328,0,
1,0,0.208,0,0,0,0,0.00179323,0,
1,0,0.242,0,0,0,0,0.00214765,0,
1,0,0.272,0,0,0,0,0.00250184,0,
1,0,0.304,0,0,0,0,0.0028548,0,
1,0,0.339,0,0,0,0,0.00320667,0,
1,0,0.369,0,0,0,0,0.00355783,0,
1,0,0.401,0,0,0,0,0.00390764,0,
1,0,0.432,0,0,0,0,0.00425602,0,
1,0,0.464,0,0,0,0,0.00460237,0,
1,0,0.496,0,0,0,0,0.00312106,0,
1,0,0.529,0,0,0,0,0.00334088,0,
1,0,0.561,0,0,0,0,0.00356043,0,
1,0,0.609,0,0,0,0,0.00377938,0,
1,0,0.642,0,0,0,0,0.00399818,0,
1,0,0.672,0,0,0,0,0.00421647,0,
1,0,0.704,0,0,0,0,0.00443367,0,
1,0,0.737,0,0,0,0,0.00465077,0,
1,0,0.768,0,0,0,0,0.00486703,0,
1,0,0.8,0,0,0,0,0.00500528,0,
1,0,0.833,0,0,0,0,0.00392134,0,
1,0,0.864,0,0,0,0,0.00407976,0,
1,0,0.897,0,0,0,0,0.00423986,0,
1,0,0.931,0,0,0,0,0.00439885,0,
1,0,0.96,0,0,0,0,0.00455772,0,
1,0,1.009,0,0,0,0,0.00471589,0,
1,0,1.04,0,0,0,0,0.00487484,0,
1,0,1.072,0,0,0,0,0.00648323,0,
1,0,1.104,0,0,0,0,0.00784609,0,
1,0,1.169,0,0,0,0,0.00859579,0,
1,0,1.2,0,0,0,0,0.00886126,0,
1,0,1.233,0,0,0,0,0.00885519,0,
1,0,1.266,0,0,0,0,0.0088438,0,
1,0,1.297,0,0,0,0,0.00883907,0,
1,0,1.329,0,0,0,0,0.00883746,0,
1,0,1.361,0,0,0,0,0.008836,0,
1,0,1.408,0,0,0,0,0.00883589,0,
1,0,1.44,0,0,0,0,0.00883378,0,
1,0,1.472,0,0,0,0,0.00883259,0,
1,0,1.504,0,0,0,0,0.0172421,0,
1,0,1.537,0,0,0,0,0.0172387,0,
1,0,1.568,0,0,0,0,0.0172364,0,
1,0,1.6,0,0,0,0,0.0172378,0,
1,0,1.632,0,0,0,0,0.0172302,0,
1,0,1.664,0,0,0,0,0.0171202,0,
1,0,1.697,0,0,0,0,0.0171244,0,
1,0,1.729,0,0,0,0,0.0170166,0,
1,0,1.76,0,0,0,0,0.0170211,0,
1,0,1.808,0,0,0,0,0.017723,0,
1,0,1.84,0,0,0,0,0,0,
1,0,1.873,0,0,0,0,0,0,
1,0,1.905,0,0,0,0,0,0,
1,0,1.937,0,0,0,0,0,0,
1,0,1.968,0,0,0,0,0,0,
1,0,2,0,0,0,0,0,0,
1,0,2.032,0,0,0,0,0,0,
1,0,2.097,0,0,0,0,0.158458,0,
1,0,2.129,0,0,0,0,0.152733,0,
1,0,2.16,0,0,0,0,0.138581,0,
1,0,2.208,0,0,0,0,0.115317,0,
1,0,2.241,0,0,0,0,0.0831114,0,
1,0,2.273,0,0,0,0,0.0788905,0,
1,0,2.304,0,0,0,0,0.0749436,0,
1,0,2.336,0,0,0,0,0.0707922,0,
1,0,2.369,0,0,0,0,0.0580953,0,
1,0,2.4,0,0,0,0,0.048715,0,
1,0,2.433,0,0,0,0,0.0473817,0,
1,0,2.465,0,0,0,0,0.0459619,0,
1,0,2.497,0,0,0,0,0.0419355,0,
1,0,2.56,0,0,0,0,0.0403008,0,
1,0,2.609,0,0,0,0,0.0356155,0,
1,0,2.641,0,0,0,0,0.0352324,0,
1,0,2.673,0,0,0,0,0.0349643,0,
1,0,2.736,0,0,0,0,0.0334008,0,
1,0,2.768,0,0,0,0,0.0332811,0,
1,0,2.833,0,0,0,0,0.033241,0,
1,0,2.865,0,0,0,0,0.0330841,0,
1,0,2.896,0,0,0,0,0.0330119,0,
1,0,2.961,0,0,0,0,0.0325972,0,
1,0,3.009,0,0,0,0,0.0324477,0,
1,0,3.041,0,0,0,0,0.0323464,0,
1,0,3.073,0,0,0,0,0.0322994,0,
1,0,3.104,0,0,0,0,0.0323055,0,
1,0,3.136,0,0,0,0,0.0323382,0,
1,0,3.169,0,0,0,0,0.0324704,0,
1,0,3.201,0,0,0,0,0.032902,0,
1,0,3.264,0,0,0,0,0.0331412,0,
1,0,3.296,0,0,0,0,0.0339673,0,
1,0,3.329,0,0,0,0,0.0357613,0,
1,0,3.361,0,0,0,0,0.0336019,0,
1,0,3.408,0,0,0,0,0.0344875,0,
1,0,3.44,0,0,0,0,0.0353458,0,
1,0,3.473,0,0,0,0,0.0363027,0,
1,0,3.504,0,0,0,0,0.0407971,0,
1,0,3.536,0,0,0,0,0.0470356,0,
1,0,3.569,0,0,0,0,0.0482579,0,
1,0,3.601,0,0,0,0,0.0498278,0,
1,0,3.632,0,0,0,0,0.0553289,0,
1,0,3.664,0,0,0,0,0.0580683,0,
1,0,3.696,0,0,0,0,0.0714624,0,
1,0,3.729,0,0,0,0,0.072582,0,
1,0,3.761,0,0,0,0,0.0736209,0,
1,0,3.809,0,0,0,0,0.0839491,0,
1,0,3.84,0,0,0,0,0.0845694,0,
1,0,3.872,0,0,0,0,0.0874703,0,
1,0,3.905,0,0,0,0,0.0884226,0,
1,0,3.937,0,0,0,0,0.0889116,0,
1,0,3.969,0,0,0,0,0.0916321,0,
1,0,4.001,0,0,0,0,0.0936158,0,
1,0,4.032,0,0,0,0,0.0943599,0,
1,0,4.064,0,0,0,0,0.0948502,0,
1,0,4.096,0,0,0,0,0.0950696,0,
1,0,4.129,0,0,0,0,0.0950817,0,
1,0,4.16,0,0,0,0,0.0951197,0,
1,0,4.24,0,0,0,0,0.0951774,0,
1,0,4.273,0,0,0,0,0.0951827,0,
1,0,4.305,0,0,0,0,0.0950522,0,
1,0,4.337,0,0,0,0,0.0948354,0,
1,0,4.369,0,0,0,0,0,0,
1,0,4.4,0,0,0,0,0,0,
1,0,4.432,0,0,0,0,0,0,
1,0,4.464,0,0,0,0,0,0,
1,0,4.496,0,0,0,0,0,0,
1,0,4.528,0,0,0,0,0,0,
1,0,4.562,0,0,0,0,0,0,
1,0,4.608,0,0,0,0,0,0,
1,0,4.64,0,0,0,0,0,0,
1,0,4.672,0,0,0,0,0,0,
