FACE,HR,TIME,HRV,VASO,STEP,HRVSEC,CONFID,STRESS,Column1
1,0,3.644,0,0,0,0,0.0515589,0,
1,0,3.676,0,0,0,0,0.0510427,0,
1,0,3.708,0,0,0,0,0.050558,0,
1,0,3.74,0,0,0,0,0.0506618,0,
1,0,3.773,0,0,0,0,0.0601257,0,
1,0,3.805,0,0,0,0,0.0605961,0,
1,0,3.837,0,0,0,0,0.060274,0,
1,0,3.868,0,0,0,0,0.0720358,0,
1,0,3.9,0,0,0,0,0.0666311,0,
1,0,3.939,0,0,0,0,0.0871521,0,
1,0,3.964,0,0,0,0,0.0740389,0,
1,0,3.996,0,0,0,0,0.0604596,0,
1,0,4.044,0,0,0,0,0.0588105,0,
1,0,4.076,0,0,0,0,0.0577395,0,
1,0,4.108,0,0,0,0,0.0548774,0,
1,0,4.141,0,0,0,0,0.0530378,0,
1,0,4.172,0,0,0,0,0.04497,0,
1,0,4.205,0,0,0,0,0.039888,0,
1,0,4.24,0,0,0,0,0.0348201,0,
1,0,4.269,0,0,0,0,0.0307862,0,
1,0,4.3,0,0,0,0,0.0284268,0,
1,0,4.333,0,0,0,0,0.026318,0,
1,0,4.364,0,0,0,0,0.0260503,0,
1,0,4.396,0,0,0,0,0.0254667,0,
1,0,4.444,0,0,0,0,0.0246924,0,
1,0,4.476,0,0,0,0,0.0246115,0,
1,0,4.509,0,0,0,0,0.0245554,0,
1,0,4.543,0,0,0,0,0.0245318,0,
1,0,4.582,0,0,0,0,0.0243408,0,
1,0,4.604,0,0,0,0,0.0243753,0,
1,0,4.638,0,0,0,0,0.0240338,0,
1,0,4.669,0,0,0,0,0.0241324,0,
1,0,4.7,0,0,0,0,0.023583,0,
1,0,4.732,0,0,0,0,0.0238207,0,
1,0,4.764,0,0,0,0,0.0234775,0,
1,0,4.796,0,0,0,0,0.0234049,0,
1,0,4.828,0,0,0,0,0.0235573,0,
1,0,4.876,0,0,0,0,0.0240567,0,
1,0,4.908,0,0,0,0,0.0246016,0,
1,0,4.941,0,0,0,0,0.0255991,0,
1,0,4.972,0,0,0,0,0.027283,0,
1,0,5.004,0,0,0,0,0.0270686,0,
1,0,5.037,0,0,0,0,0.026633,0,
1,0,5.068,0,0,0,0,0.0271788,0,
1,0,5.1,0,0,0,0,0.027574,0,
1,0,5.136,0,0,0,0,0.0296655,0,
1,0,5.164,0,0,0,0,0.0314391,0,
1,0,5.196,0,0,0,0,0.0344241,0,
1,0,5.228,0,0,0,0,0.0382411,0,
1,0,5.276,0,0,0,0,0.0424444,0,
1,0,5.308,0,0,0,0,0.0479005,0,
1,0,5.341,0,0,0,0,0.0450472,0,
1,0,5.372,0,0,0,0,0.0425661,0,
1,0,5.405,0,0,0,0,0.0430234,0,
1,0,5.439,0,0,0,0,0.0412334,0,
1,0,5.469,0,0,0,0,0.0412388,0,
0,0,5.501,0,0,0,0,0.0411956,0,
1,0,5.695,0,0,0,0,0.0418093,0,
1,0,5.709,0,0,0,0,0.0409429,0,
1,0,5.74,0,0,0,0,0.0417573,0,
1,0,5.773,0,0,0,0,0.0418595,0,
1,0,5.805,0,0,0,0,0.0437167,0,
1,0,5.841,0,0,0,0,0.0437844,0,
1,0,5.872,0,0,0,0,0.0449702,0,
1,0,5.9,0,0,0,0,0.0445057,0,
1,0,5.932,0,0,0,0,0.0445185,0,
1,0,5.964,0,0,0,0,0.0449885,0,
1,0,5.996,0,0,0,0,0.0456852,0,
1,0,6.028,0,0,0,0,0.0465251,0,
1,0,6.06,0,0,0,0,0.047407,0,
1,0,6.108,0,0,0,0,0.0492238,0,
1,0,6.146,0,0,0,0,0.0519625,0,
1,0,6.172,0,0,0,0,0.0525504,0,
1,0,6.205,0,0,0,0,0.0528386,0,
1,0,6.239,0,0,0,0,0.0556784,0,
1,0,6.27,0,0,0,0,0.0581946,0,
1,0,6.3,0,0,0,0,0.0596961,0,
1,42,6.332,0,22.9235,0,0,0.0616336,0,
1,42,6.364,0,22.9235,0,0,0.0625889,0,
1,42,6.396,0,22.9235,0,0,0.0629571,0,
1,42,6.428,0,22.9235,0,0,0.0684229,0,
1,42,6.46,0,22.9235,0,0,0.0803923,0,
1,42,6.508,0,22.9235,0,0,0.0873607,0,
1,42,6.546,0,22.9235,0,0,0.0977602,0,
1,42,6.572,0,22.9235,0,0,0.0995629,0,
1,42,6.604,0,22.9235,0,0,0.101452,0,
1,42,6.644,0,22.9235,0,0,0.103092,0,
1,42,6.668,0,22.9235,0,0,0.110586,0,
1,42,6.7,0,22.9235,0,0,0.115258,0,
1,42,6.732,0,22.9235,0,0,0.116569,0,
1,42,6.764,0,22.9235,0,0,0.117245,0,
1,42,6.796,0,22.9235,0,0,0.116923,0,
1,42,6.828,0,22.9235,0,0,0.118261,0,
1,42,6.86,0,22.9235,0,0,0.124127,0,
1,42,6.892,0,22.9235,0,0,0.127739,0,
1,42,6.94,0,22.9235,0,0,0.128171,0,
1,42,6.972,0,22.9235,0,0,0.130077,0,
1,42,7.004,0,22.9235,0,0,0.114896,0,
1,42,7.036,0,22.9235,0,0,0.11834,0,
1,42,7.068,0,22.9235,0,0,0.116586,0,
1,42,7.1,0,22.9235,0,0,0.109615,0,
1,42,7.132,0,22.9235,0,0,0.0988753,0,
1,42,7.164,0,22.9235,0,0,0.0951242,0,
1,42,7.197,0,22.9235,0,0,0.0828342,0,
1,42,7.228,0,22.9235,0,0,0.0833265,0,
1,42,7.26,0,22.9235,0,0,0.0861186,0,
1,42,7.292,0,22.9235,0,0,0.0875988,0,
1,42,7.341,0,22.9235,0,0,0.0875201,0,
1,42,7.372,0,22.9235,0,0,0.0879696,0,
1,42,7.404,0,22.9235,0,0,0.0920322,0,
1,42,7.437,0,22.9235,0,0,0.0905447,0,
1,42,7.469,0,22.9235,0,0,0.0884042,0,
1,42,7.501,0,22.9235,0,0,0.0880397,0,
1,42,7.532,0,22.9235,0,0,0.0870782,0,
1,45,7.564,0,19.9093,0,0,0.0875355,16,
1,45,7.596,0,19.9093,0,0,0.0877507,16,
1,45,7.628,0,19.9093,0,0,0.0866508,16,
1,45,7.66,0,19.9093,0,0,0.084832,16,
1,45,7.692,0,19.9093,0,0,0.0841247,16,
1,45,7.724,0,19.9093,0,0,0.0839726,16,
1,45,7.772,0,19.9093,0,0,0.0835859,16,
1,45,7.804,0,19.9093,0,0,0.0818078,16,
1,45,7.839,0,19.9093,0,0,0.0815554,16,
1,45,7.869,0,19.9093,0,0,0.079928,16,
1,45,7.901,0,19.9093,0,0,0.0801512,16,
1,45,7.932,0,19.9093,0,0,0.0798946,16,
1,45,7.964,0,19.9093,0,0,0.0859584,16,
1,45,7.996,0,19.9093,0,0,0.0844583,16,
1,45,8.028,0,19.9093,0,0,0.0840203,16,
1,45,8.06,0,19.9093,0,0,0.0876001,16,
1,45,8.092,0,19.9093,0,0,0.0958831,16,
1,45,8.124,0,19.9093,0,0,0.099461,16,
1,45,8.172,0,19.9093,0,0,0.119523,16,
1,45,8.204,0,19.9093,0,0,0.120449,16,
1,45,8.239,0,19.9093,0,0,0.121258,16,
1,45,8.269,0,19.9093,0,0,0.124171,16,
1,45,8.3,0,19.9093,0,0,0.119058,16,
1,45,8.333,0,19.9093,0,0,0.114797,16,
1,45,8.364,0,19.9093,0,0,0.115304,16,
1,45,8.397,0,19.9093,0,0,0.0814053,16,
1,45,8.428,0,19.9093,0,0,0.0814837,16,
1,45,8.46,0,19.9093,0,0,0.0815931,16,
1,45,8.492,0,19.9093,0,0,0.0819243,16,
1,45,8.524,0,19.9093,0,0,0.0814719,16,
1,45,8.572,0,19.9093,0,0,0.0800388,16,
1,45,8.604,0,19.9093,0,0,0.0804077,16,
1,45,8.636,0,19.9093,0,0,0.0821972,16,
1,51,8.669,0,13.025,0,0,0.0830114,9,
1,51,8.701,0,13.025,0,0,0.0834599,9,
1,51,8.732,0,13.025,0,0,0.0821818,9,
1,51,8.764,0,13.025,0,0,0.0845099,9,
1,51,8.796,0,13.025,0,0,0.0853589,9,
1,51,8.828,0,13.025,0,0,0.0873256,9,
1,51,8.86,0,13.025,0,0,0.0863797,9,
1,51,8.892,0,13.025,0,0,0.08226,9,
1,51,8.924,0,13.025,0,0,0.0743436,9,
1,51,8.956,0,13.025,0,0,0.075256,9,
1,51,9.004,0,13.025,0,0,0.0760216,9,
1,51,9.036,0,13.025,0,0,0.076168,9,
1,51,9.068,0,13.025,0,0,0.0758184,9,
1,51,9.1,0,13.025,0,0,0.0755994,9,
1,51,9.132,0,13.025,0,0,0.0743676,9,
1,51,9.165,0,13.025,0,0,0.0739862,9,
1,51,9.196,0,13.025,0,0,0.0740181,9,
1,51,9.228,0,13.025,0,0,0.0739628,9,
1,51,9.26,0,13.025,0,0,0.0763613,9,
1,51,9.292,0,13.025,0,0,0.0770077,9,
1,51,9.324,0,13.025,0,0,0.0760683,9,
1,51,9.356,0,13.025,0,0,0.10523,9,
1,51,9.405,0,13.025,0,0,0.103582,9,
1,51,9.438,0,13.025,0,0,0.102793,9,
1,51,9.468,0,13.025,0,0,0.103966,9,
1,51,9.505,0,13.025,0,0,0.102814,9,
1,51,9.533,0,13.025,0,0,0.105358,9,
1,51,9.571,0,13.025,0,0,0.104915,9,
1,51,9.596,0,13.025,0,0,0.105017,9,
1,51,9.629,0,13.025,0,0,0.104657,9,
1,51,9.668,0,13.025,0,0,0.0995769,9,
1,51,9.692,0,13.025,0,0,0.10054,9,
1,51,9.724,0,13.025,0,0,0.100111,9,
1,51,9.756,0,13.025,0,0,0.0932943,9,
1,51,9.788,0,13.025,0,0,0.0860067,9,
1,51,9.837,0,13.025,0,0,0.081703,9,
1,51,9.868,0,13.025,0,0,0.0830728,9,
1,51,9.9,0,13.025,0,0,0.0950514,9,
1,51,9.932,0,13.025,0,0,0.0954593,9,
1,51,9.964,0,13.025,0,0,0.0956686,9,
1,51,9.996,0,13.025,0,0,0.0952012,9,
1,49,10.028,0,6.43099,0,0,0.0947887,10,
1,49,10.061,0,6.43099,0,0,0.0948593,10,
1,49,10.092,0,6.43099,0,0,0.0961811,10,
1,49,10.124,0,6.43099,0,0,0.0971588,10,
1,49,10.156,0,6.43099,0,0,0.0972317,10,
1,49,10.188,0,6.43099,0,0,0.0968708,10,
1,49,10.237,0,6.43099,0,0,0.0966224,10,
1,49,10.272,0,6.43099,0,0,0.0988698,10,
1,49,10.301,0,6.43099,0,0,0.100178,10,
1,49,10.337,0,6.43099,0,0,0.101382,10,
1,49,10.364,0,6.43099,0,0,0.103949,10,
1,49,10.396,0,6.43099,0,0,0.103833,10,
1,49,10.428,0,6.43099,0,0,0.101633,10,
1,49,10.471,0,6.43099,0,0,0.103193,10,
1,49,10.493,0,6.43099,0,0,0.101244,10,
1,49,10.524,0,6.43099,0,0,0.101874,10,
1,49,10.556,0,6.43099,0,0,0.10121,10,
1,49,10.588,0,6.43099,0,0,0.101395,10,
1,49,10.62,0,6.43099,0,0,0.104251,10,
1,49,10.669,0,6.43099,0,0,0.103839,10,
1,49,10.701,0,6.43099,0,0,0.102858,10,
1,49,10.737,0,6.43099,0,0,0.106464,10,
1,49,10.765,0,6.43099,0,0,0.116522,10,
1,49,10.796,0,6.43099,0,0,0.1216,10,
1,49,10.828,0,6.43099,0,0,0.123046,10,
1,49,10.862,0,6.43099,0,0,0.121159,10,
1,49,10.892,0,6.43099,0,0,0.117592,10,
1,49,10.924,0,6.43099,0,0,0.114565,10,
1,49,10.956,0,13.3866,0,0,0.111894,10,
1,49,10.988,0,13.3866,0,0,0.109222,10,
1,49,11.02,0,13.3866,0,0,0.10655,10,
1,49,11.068,0,13.3866,0,0,0.102156,10,
1,49,11.101,0,13.3866,0,0,0.0977817,10,
1,49,11.133,0,13.3866,0,0,0.0920093,10,
1,49,11.166,0,13.3866,0,0,0.0893911,10,
1,49,11.196,0,13.3866,0,0,0.0814686,10,
1,49,11.229,0,13.3866,0,0,0.0814877,10,
1,49,11.261,0,13.3866,0,0,0.0814655,10,
1,49,11.292,0,13.3866,0,0,0.081571,10,
1,49,11.324,0,13.3866,0,0,0.0805844,10,
1,49,11.356,0,13.3866,0,0,0.0800933,10,
1,49,11.388,0,13.3866,0,0,0.0816076,10,
1,49,11.421,0,13.3866,0,0,0.0818689,10,
1,49,11.468,0,13.3866,0,0,0.0832826,10,
1,49,11.501,0,13.3866,0,0,0.0839992,10,
1,49,11.533,0,13.3866,0,0,0.0842427,10,
1,49,11.564,0,13.3866,0,0,0.0842614,10,
1,49,11.596,0,13.3866,0,0,0.0854581,10,
1,49,11.628,0,13.3866,0,0,0.0746407,10,
1,49,11.661,0,13.3866,0,0,0.0747728,10,
1,49,11.692,0,13.3866,0,0,0.0764791,10,
1,49,11.724,0,13.3866,0,0,0.0730486,10,
1,49,11.756,0,13.3866,0,0,0.075041,10,
1,49,11.788,0,13.3866,0,0,0.0762033,10,
1,49,11.82,0,13.3866,0,0,0.0742809,10,
1,49,11.853,0,13.3866,0,0,0.0737199,10,
1,59,11.901,0,6.81561,0,0,0.0738187,11,
1,59,11.932,0,6.81561,0,0,0.0734933,11,
1,59,11.967,0,6.81561,0,0,0.0724125,11,
1,59,11.996,0,6.81561,0,0,0.0735413,11,
1,59,12.028,0,6.81561,0,0,0.0761039,11,
1,59,12.062,0,6.81561,0,0,0.0712697,11,
1,59,12.092,0,6.81561,0,0,0.0750519,11,
1,59,12.124,0,6.81561,0,0,0.0773103,11,
1,59,12.156,0,6.81561,0,0,0.0849013,11,
1,59,12.188,0,6.81561,0,0,0.0853855,11,
1,59,12.22,0,6.81561,0,0,0.0856642,11,
1,59,12.252,0,6.81561,0,0,0.0860691,11,
1,59,12.301,0,6.81561,0,0,0.0886702,11,
1,59,12.332,0,6.81561,0,0,0.0905778,11,
1,59,12.364,0,6.81561,0,0,0.0909343,11,
1,59,12.396,0,6.81561,0,0,0.0851774,11,
1,59,12.428,0,6.81561,0,0,0.0855737,11,
1,59,12.46,0,6.81561,0,0,0.0860596,11,
1,59,12.492,0,6.81561,0,0,0.0866366,11,
1,59,12.524,0,6.81561,0,0,0.08713,11,
1,59,12.556,0,6.81561,0,0,0.0875976,11,
1,59,12.588,0,6.81561,0,0,0.104694,11,
1,59,12.62,0,6.81561,0,0,0.105286,11,
1,59,12.652,0,6.81561,0,0,0.103667,11,
1,59,12.684,0,6.81561,0,0,0.109383,11,
1,59,12.732,0,6.81561,0,0,0.107654,11,
1,59,12.765,0,6.81561,0,0,0.107387,11,
1,53,12.796,0,6.85924,0,0,0.107101,11,
1,53,12.828,0,6.85924,0,0,0.103591,11,
1,53,12.86,0,6.85924,0,0,0.106047,11,
1,53,12.892,0,6.85924,0,0,0.109745,11,
1,53,12.924,0,6.85924,0,0,0.115941,11,
1,53,12.956,0,6.85924,0,0,0.117365,11,
1,53,12.988,0,6.85924,0,0,0.117646,11,
1,53,13.02,0,6.85924,0,0,0.140886,11,
1,53,13.052,0,6.85924,0,0,0.140331,11,
1,53,13.086,0,6.85924,0,0,0.14002,11,
1,53,13.133,0,6.85924,0,0,0.139692,11,
1,53,13.165,0,6.85924,0,0,0.138795,11,
1,53,13.196,0,6.85924,0,0,0.138316,11,
1,53,13.228,0,6.85924,0,0,0.138051,11,
1,53,13.26,0,6.85924,0,0,0.137667,11,
1,53,13.292,0,6.85924,0,0,0.137495,11,
1,53,13.324,0,6.85924,0,0,0.136933,11,
1,53,13.356,0,6.85924,0,0,0.152073,11,
1,53,13.388,0,6.85924,0,0,0.15167,11,
1,53,13.42,0,6.85924,0,0,0.151566,11,
1,53,13.452,0,6.85924,0,0,0.150588,11,
1,51,13.484,0,3.90067,0,0,0.148898,9,
1,51,13.517,0,3.90067,0,0,0.148404,9,
1,51,13.589,0,3.90067,0,0,0.142423,9,
1,51,13.604,0,3.90067,0,0,0.142977,9,
1,51,13.628,0,3.90067,0,0,0.14704,9,
1,51,13.66,0,3.90067,0,0,0.151432,9,
1,51,13.701,0,3.90067,0,0,0.189316,9,
1,51,13.726,0,3.90067,0,0,0.189316,9,
1,51,13.769,0,3.90067,0,0,0.189316,9,
1,51,13.792,0,3.90067,0,0,0.188945,9,
1,51,13.843,0,3.90067,0,0,0.194054,9,
1,51,13.866,0,3.90067,0,0,0.194054,9,
1,51,13.912,0,3.90067,0,0,0.219728,9,
1,51,13.935,0,3.90067,0,0,0.219728,9,
1,51,13.973,0,3.90067,0,0,0.217054,9,
1,51,13.996,0,3.90067,0,0,0.217054,9,
1,51,14.061,0,3.90067,0,0,0.201685,9,
1,51,14.079,0,3.90067,0,0,0.165962,9,
1,51,14.093,0,3.90067,0,0,0.156665,9,
1,51,14.124,0,3.90067,0,0,0.152501,9,
1,51,14.156,0,3.90067,0,0,0.146219,9,
1,51,14.189,0,3.90067,0,0,0.134753,9,
1,51,14.22,0,3.90067,0,0,0.127055,9,
1,51,14.253,0,3.90067,0,0,0.125153,9,
1,51,14.285,0,3.90067,0,0,0.11915,9,
1,51,14.316,0,3.90067,0,0,0.118036,9,
1,51,14.367,0,3.90067,0,0,0.115763,9,
1,51,14.396,0,3.90067,0,0,0.114421,9,
1,51,14.442,0,7.83721,0,0,0.111941,10,
1,51,14.465,0,7.83721,0,0,0.11003,10,
1,51,14.492,0,7.83721,0,0,0.109809,10,
1,51,14.524,0,7.83721,0,0,0.113509,10,
1,51,14.556,0,7.83721,0,0,0.113455,10,
1,51,14.588,0,7.83721,0,0,0.110709,10,
1,51,14.62,0,7.83721,0,0,0.109989,10,
1,51,14.652,0,7.83721,0,0,0.107802,10,
1,51,14.685,0,7.83721,0,0,0.107557,10,
1,51,14.716,0,7.83721,0,0,0.107311,10,
1,51,14.75,0,7.83721,0,0,0.10756,10,
1,51,14.796,0,7.83721,0,0,0.108285,10,
1,51,14.828,0,7.83721,0,0,0.10845,10,
1,51,14.86,0,7.83721,0,0,0.109728,10,
1,51,14.892,0,7.83721,0,0,0.10988,10,
1,51,14.924,0,7.83721,0,0,0.11182,10,
1,51,14.956,0,7.83721,0,0,0.113353,10,
1,51,14.988,0,7.83721,0,0,0.116937,10,
1,51,15.02,0,7.83721,0,0,0.120809,10,
1,51,15.052,0,7.83721,0,0,0.125233,10,
1,51,15.085,0,7.83721,0,0,0.125276,10,
1,51,15.117,0,7.83721,0,0,0.124807,10,
1,51,15.152,0,7.83721,0,0,0.107617,10,
1,51,15.196,0,7.83721,0,0,0.097514,10,
1,51,15.228,0,7.83721,0,0,0.0759478,10,
0,51,15.26,0,7.83721,0,0,0.0642458,10,
0,51,15.436,0,7.83721,0,0,0.0574827,10,
1,51,15.613,0,7.83721,0,0,0.0416548,10,
1,51,15.628,0,7.83721,0,0,0.0367327,10,
1,51,15.66,0,7.83721,0,0,0.0351154,10,
1,56,15.692,0,44.6234,0,0,0.0352591,8,
1,56,15.724,0,44.6234,0,0,0.0352854,8,
1,56,15.756,0,44.6234,0,0,0.0352968,8,
1,56,15.788,0,44.6234,0,0,0.035179,8,
1,56,15.82,0,44.6234,0,0,0.0352919,8,
1,56,15.852,0,44.6234,0,0,0.0350909,8,
0,56,15.884,0,44.6234,0,0,0.0329711,8,
1,56,16.03,0,44.6234,0,0,0.0325181,8,
0,56,16.06,0,44.6234,0,0,0.0248453,8,
0,56,16.234,0,44.6234,0,0,0.0247201,8,
0,56,16.415,0,44.6234,0,0,0.023948,8,
1,56,16.604,0,44.6234,0,0,0.0189458,8,
1,56,16.62,0,44.6234,0,0,0.0131588,8,
1,56,16.652,0,44.6234,0,0,0.0130961,8,
1,56,16.684,0,44.6234,0,0,0.0130566,8,
1,56,16.717,0,44.6234,0,0,0.0130415,8,
1,56,16.749,0,44.6234,0,0,0.0130339,8,
1,56,16.78,0,44.6234,0,0,0.0129119,8,
1,56,16.812,0,44.6234,0,0,0.0129145,8,
1,56,16.86,0,44.6234,0,0,0.0129362,8,
1,56,16.892,0,44.6234,0,0,0.0129602,8,
1,56,16.924,0,44.6234,0,0,0.0132263,8,
1,50,16.956,0,44.8632,0,0,0.0134013,7,
1,50,16.988,0,44.8632,0,0,0.0138726,7,
1,50,17.02,0,44.8632,0,0,0.0143898,7,
1,50,17.052,0,44.8632,0,0,0.014751,7,
1,50,17.085,0,44.8632,0,0,0.0163195,7,
1,50,17.116,0,44.8632,0,0,0.0171998,7,
1,50,17.149,0,44.8632,0,0,0.01752,7,
1,50,17.181,0,44.8632,0,0,0.017269,7,
1,50,17.212,0,44.8632,0,0,0.0171594,7,
1,50,17.26,0,44.8632,0,0,0.0168571,7,
0,50,17.292,0,44.8632,0,0,0.0167816,7,
0,50,17.447,0,44.8632,0,0,0.0167629,7,
0,50,17.641,0,44.8632,0,0,0.0164062,7,
0,50,17.82,0,44.8632,0,0,0.0169117,7,
1,50,18.005,0,44.8632,0,0,0.0165754,7,
1,50,18.02,0,44.8632,0,0,0.0194186,7,
1,58,18.044,0,29.6863,0,0,0.0187731,7,
1,58,18.092,0,29.6863,0,0,0.018505,7,
1,58,18.124,0,29.6863,0,0,0.0229039,7,
1,58,18.156,0,29.6863,0,0,0.0477881,7,
1,58,18.188,0,29.6863,0,0,0.047611,7,
1,58,18.22,0,29.6863,0,0,0.0475911,7,
1,58,18.253,0,29.6863,0,0,0.0476061,7,
1,58,18.284,0,29.6863,0,0,0.0475733,7,
1,58,18.316,0,29.6863,0,0,0.0491966,7,
1,58,18.348,0,29.6863,0,0,0.0490856,7,
1,58,18.381,0,29.6863,0,0,0.0486477,7,
1,58,18.412,0,29.6863,0,0,0.0482744,7,
1,58,18.444,0,29.6863,0,0,0.0474859,7,
1,58,18.476,0,29.6863,0,0,0.0478609,7,
1,58,18.524,0,29.6863,0,0,0.048126,7,
1,58,18.557,0,29.6863,0,0,0.0481012,7,
1,58,18.588,0,29.6863,0,0,0.048195,7,
1,58,18.62,0,29.6863,0,0,0.0482467,7,
1,58,18.652,0,29.6863,0,0,0.0477136,7,
1,58,18.684,0,29.6863,0,0,0.0452729,7,
1,58,18.716,0,29.6863,0,0,0.0437048,7,
1,50,18.749,0,13.6218,0,0,0.0423737,6,
1,50,18.78,0,13.6218,0,0,0.0434517,6,
1,50,18.812,0,13.6218,0,0,0.0428118,6,
1,50,18.844,0,13.6218,0,0,0.0429637,6,
1,50,18.876,0,13.6218,0,0,0.0456603,6,
1,50,18.924,0,13.6218,0,0,0.0458026,6,
1,50,18.956,0,13.6218,0,0,0.0492483,6,
1,50,18.988,0,13.6218,0,0,0.0505393,6,
1,50,19.02,0,13.6218,0,0,0.0554529,6,
1,50,19.052,0,13.6218,0,0,0.0622713,6,
1,50,19.084,0,13.6218,0,0,0.0639258,6,
1,50,19.117,0,13.6218,0,0,0.065217,6,
0,50,19.149,0,13.6218,0,0,0.0656493,6,
0,50,19.339,0,13.6218,0,0,0.0650583,6,
0,50,19.541,0,13.6218,0,0,0.0293476,6,
0,50,19.745,0,13.6218,0,0,0.0253641,6,
0,58,19.904,0,28.7424,0,0,0.0247743,7,
0,58,20.105,0,28.7424,0,0,0.0246663,7,
0,58,20.272,0,28.7424,0,0,0.0247425,7,
0,58,20.439,0,28.7424,0,0,0.0248779,7,
0,58,20.585,0,28.7424,0,0,0.0251803,7,
0,58,20.728,0,28.7424,0,0,0.0253182,7,
0,58,20.888,0,28.7424,0,0,0.0255519,7,
0,59,21.017,0,15.9249,0,0,0.0256831,7,
0,59,21.164,0,15.9249,0,0,0.025817,7,
0,59,21.354,0,15.9249,0,0,0.0259065,7,
0,59,21.521,0,15.9249,0,0,0.0261358,7,
0,59,21.697,0,15.9249,0,0,0.0272086,7,
0,59,21.852,0,15.9249,0,0,0.0285407,7,
0,58,21.992,0,6.14165,0,0,0.0294862,7,
0,58,22.15,0,6.14165,0,0,0.0298406,7,
0,58,22.321,0,6.14165,0,0,0.0302671,7,
0,58,22.467,0,6.14165,0,0,0.030303,7,
0,58,22.629,0,6.14165,0,0,0.0303133,7,
0,58,22.806,0,6.14165,0,0,0.0304446,7,
0,63,22.935,0,12.8125,0,0,0.0305426,8,
0,63,23.096,0,12.8125,0,0,0.030674,8,
0,63,23.25,0,12.8125,0,0,0.0308723,8,
0,63,23.396,0,12.8125,0,0,0.0309656,8,
0,63,23.57,0,12.8125,0,0,0.0309647,8,
1,63,23.769,0,12.8125,0,0,0.0228513,8,
1,63,23.782,0,12.8125,0,0,0.022203,8,
1,63,23.804,0,12.8125,0,0,0.0201852,8,
1,60,23.837,0,21.4017,0,0,0.0273267,8,
1,60,23.884,0,21.4017,0,0,0.0266524,8,
1,60,23.916,0,21.4017,0,0,0.0240964,8,
1,60,23.948,0,21.4017,0,0,0.0230087,8,
1,60,23.982,0,21.4017,0,0,0.0212632,8,
1,60,24.015,0,21.4017,0,0,0.0193434,8,
1,60,24.045,0,21.4017,0,0,0.0191557,8,
1,60,24.076,0,21.4017,0,0,0.0190059,8,
1,60,24.108,0,21.4017,0,0,0.0188711,8,
1,60,24.14,0,21.4017,0,0,0.0188457,8,
1,60,24.172,0,21.4017,0,0,0.0187257,8,
1,60,24.204,0,21.4017,0,0,0.0187237,8,
1,60,24.236,0,21.4017,0,0,0.018639,8,
1,60,24.268,0,21.4017,0,0,0.0186115,8,
1,60,24.317,0,21.4017,0,0,0.0185936,8,
1,51,24.348,0,30.0686,0,0,0.0185427,6,
1,51,24.38,0,30.0686,0,0,0.0184922,6,
1,51,24.413,0,30.0686,0,0,0.0184358,6,
1,51,24.444,0,30.0686,0,0,0.0182576,6,
1,51,24.476,0,30.0686,0,0,0.0181508,6,
1,51,24.509,0,30.0686,0,0,0.0179996,6,
1,51,24.54,0,30.0686,0,0,0.0177865,6,
1,51,24.572,0,30.0686,0,0,0.0176409,6,
1,51,24.604,0,30.0686,0,0,0.0174651,6,
1,51,24.636,0,30.0686,0,0,0.0174001,6,
1,51,24.668,0,30.0686,0,0,0.0174482,6,
1,51,24.716,0,30.0686,0,0,0.0218911,6,
1,51,24.748,0,30.0686,0,0,0.0225664,6,
1,51,24.78,0,30.0686,0,0,0.0245481,6,
1,51,24.812,0,30.0686,0,0,0.0266615,6,
1,51,24.844,0,30.0686,0,0,0.030857,6,
1,51,24.876,0,30.0686,0,0,0.0346755,6,
1,51,24.908,0,30.0686,0,0,0.03753,6,
1,51,24.94,0,30.0686,0,0,0.0434025,6,
1,51,24.972,0,30.0686,0,0,0.0545938,6,
1,51,25.004,0,30.0686,0,0,0.0522948,6,
1,51,25.036,0,30.0686,0,0,0.0524964,6,
1,51,25.068,0,30.0686,0,0,0.052975,6,
1,51,25.116,0,30.0686,0,0,0.0521637,6,
1,51,25.148,0,30.0686,0,0,0.0527139,6,
1,51,25.18,0,30.0686,0,0,0.0485265,6,
1,51,25.213,0,30.0686,0,0,0.0489493,6,
1,51,25.244,0,30.0686,0,0,0.048347,6,
1,51,25.276,0,30.0686,0,0,0.0482668,6,
1,51,25.308,0,30.0686,0,0,0.0466483,6,
1,51,25.34,0,30.0686,0,0,0.0438876,6,
1,51,25.372,0,30.0686,0,0,0.0432671,6,
1,45,25.404,0,17.8242,0,0,0.0400887,5,
1,45,25.436,0,17.8242,0,0,0.0394525,5,
1,45,25.468,0,17.8242,0,0,0.0400378,5,
1,45,25.5,0,17.8242,0,0,0.0405022,5,
1,45,25.548,0,17.8242,0,0,0.0394704,5,
1,45,25.581,0,17.8242,0,0,0.0403112,5,
1,45,25.613,0,17.8242,0,0,0.0404138,5,
1,45,25.644,0,17.8242,0,0,0.0402527,5,
1,45,25.676,0,17.8242,0,0,0.0401174,5,
1,45,25.708,0,17.8242,0,0,0.0402282,5,
1,45,25.74,0,17.8242,0,0,0.0424505,5,
1,45,25.772,0,17.8242,0,0,0.0474657,5,
1,45,25.804,0,17.8242,0,0,0.0503731,5,
1,45,25.836,0,17.8242,0,0,0.0524708,5,
1,45,25.868,0,17.8242,0,0,0.0512969,5,
